Site,Year,Analyte ,PAH,Percent
Marsh Creek WS DS,2021,"Indeno[1,2,3-cd]pyrene",0.67,4.830569575
Marsh Creek WS DS,2021,"Indeno[1,2,3-cd]pyrene",0.88,3.714647531
Marsh Creek WS DS,2021,"Indeno[1,2,3-cd]pyrene",1.5,3.873966942
Mispec,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Mispec,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Mispec,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Mispec,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Saints Rest Beach,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Saints Rest Beach,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Saints Rest Beach,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Saints Rest Beach,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Spar Cove,2021,"Indeno[1,2,3-cd]pyrene",0.24,4.761904762
Spar Cove,2021,"Indeno[1,2,3-cd]pyrene",0.22,3.873239437
Spar Cove,2021,"Indeno[1,2,3-cd]pyrene",0.26,4.107424961
Spar Cove,2021,"Indeno[1,2,3-cd]pyrene",0.47,4.931794334
Spar Cove,2021,"Indeno[1,2,3-cd]pyrene",0.09,5.696202532
Spar Cove,2021,"Indeno[1,2,3-cd]pyrene",0.03,5.357142857
Tin Can Beach,2021,"Indeno[1,2,3-cd]pyrene",2,4.056795132
Tin Can Beach,2021,"Indeno[1,2,3-cd]pyrene",0.27,3.5667107
Tin Can Beach,2021,"Indeno[1,2,3-cd]pyrene",0.28,6.466512702
Tin Can Beach,2021,"Indeno[1,2,3-cd]pyrene",0.46,4.956896552
Tin Can Beach,2021,"Indeno[1,2,3-cd]pyrene",0.15,6.535947712
Tin Can Beach,2021,"Indeno[1,2,3-cd]pyrene",0.22,6.842923795
Bayshore,2021,Naphthalene,0.005,5.882352941
Bayshore,2021,Naphthalene,0.005,5.882352941
Bayshore,2021,Naphthalene,0.005,5.882352941
Bayshore,2021,Naphthalene,0.005,3.846153846
Black Beach,2021,Naphthalene,0.005,5.882352941
Black Beach,2021,Naphthalene,0.005,5.882352941
Black Beach,2021,Naphthalene,0.005,5.882352941
Black Beach,2021,Naphthalene,0.005,5.882352941
Courtenay Bay,2021,Naphthalene,0.07,0.704934542
Courtenay Bay,2021,Naphthalene,0.005,3.125
Courtenay Bay,2021,Naphthalene,0.01,0.43956044
Courtenay Bay,2021,Naphthalene,0.005,0.276243094
Digby Ferry Terminal,2021,Naphthalene,0.06,2.678571429
Digby Ferry Terminal,2021,Naphthalene,0.04,0.829875519
Digby Ferry Terminal,2021,Naphthalene,0.03,0.582524272
Digby Ferry Terminal,2021,Naphthalene,0.02,4.597701149
Hazen Creek Mouth,2021,Naphthalene,0.005,5.882352941
Hazen Creek Mouth,2021,Naphthalene,0.005,2.222222222
Hazen Creek Mouth,2021,Naphthalene,0.005,4.347826087
Hazen Creek Mouth,2021,Naphthalene,0.005,5.882352941
Hazen Creek Nearshore,2021,Naphthalene,0.005,2.040816327
Hazen Creek Nearshore,2021,Naphthalene,0.005,5.882352941
Hazen Creek Nearshore,2021,Naphthalene,0.005,5.882352941
Hazen Creek Nearshore,2021,Naphthalene,0.02,4.545454545
Hazen Creek Nearshore,2021,Naphthalene,0.005,5.882352941
Hazen Creek Nearshore,2021,Naphthalene,0.005,5.882352941
Inner Harbour,2021,Naphthalene,0.005,0.636942675
Inner Harbour,2021,Naphthalene,0.005,2.941176471
Inner Harbour,2021,Naphthalene,0.01,0.428265525
Inner Harbour,2021,Naphthalene,0.005,0.854700855
Inner Harbour,2021,Naphthalene,0.04,1.111111111
Inner Harbour,2021,Naphthalene,0.005,1.086956522
Little River,2021,Naphthalene,0.07,0.658204043
Little River,2021,Naphthalene,0.02,0.128617363
Little River,2021,Naphthalene,0.025,1.366120219
Little River,2021,Naphthalene,0.08,1.250977326
Marsh Creek WS DS,2021,Naphthalene,0.06,0.471698113
Marsh Creek WS DS,2021,Naphthalene,0.06,0.43258832
Marsh Creek WS DS,2021,Naphthalene,0.09,0.379907134
Marsh Creek WS DS,2021,Naphthalene,0.19,0.490702479
Mispec,2021,Naphthalene,0.005,5.882352941
Mispec,2021,Naphthalene,0.005,5.882352941
Mispec,2021,Naphthalene,0.005,5.882352941
Mispec,2021,Naphthalene,0.005,5.882352941
Saints Rest Beach,2021,Naphthalene,0.005,5.882352941
Saints Rest Beach,2021,Naphthalene,0.005,5.882352941
Saints Rest Beach,2021,Naphthalene,0.005,5.882352941
Saints Rest Beach,2021,Naphthalene,0.005,5.882352941
Spar Cove,2021,Naphthalene,0.03,0.595238095
Spar Cove,2021,Naphthalene,0.03,0.528169014
Spar Cove,2021,Naphthalene,0.02,0.315955766
Spar Cove,2021,Naphthalene,0.08,0.839454355
Spar Cove,2021,Naphthalene,0.01,0.632911392
Spar Cove,2021,Naphthalene,0.005,0.892857143
Tin Can Beach,2021,Naphthalene,0.59,1.196754564
Tin Can Beach,2021,Naphthalene,0.26,3.434610304
Tin Can Beach,2021,Naphthalene,0.04,0.923787529
Tin Can Beach,2021,Naphthalene,0.08,0.862068966
Tin Can Beach,2021,Naphthalene,0.02,0.871459695
Tin Can Beach,2021,Naphthalene,0.01,0.311041991
Bayshore,2021,Phenanthrene,0.005,5.882352941
Bayshore,2021,Phenanthrene,0.005,5.882352941
Bayshore,2021,Phenanthrene,0.005,5.882352941
Bayshore,2021,Phenanthrene,0.005,3.846153846
Black Beach,2021,Phenanthrene,0.005,5.882352941
Black Beach,2021,Phenanthrene,0.005,5.882352941
Black Beach,2021,Phenanthrene,0.005,5.882352941
Black Beach,2021,Phenanthrene,0.005,5.882352941
Courtenay Bay,2021,Phenanthrene,1.3,13.09164149
Courtenay Bay,2021,Phenanthrene,0.005,3.125
Courtenay Bay,2021,Phenanthrene,0.19,8.351648352
Courtenay Bay,2021,Phenanthrene,0.24,13.25966851
Digby Ferry Terminal,2021,Phenanthrene,0.31,13.83928571
Digby Ferry Terminal,2021,Phenanthrene,0.74,15.3526971
Digby Ferry Terminal,2021,Phenanthrene,0.77,14.95145631
Digby Ferry Terminal,2021,Phenanthrene,0.06,13.79310345
Hazen Creek Mouth,2021,Phenanthrene,0.005,5.882352941
Hazen Creek Mouth,2021,Phenanthrene,0.01,4.444444444
Hazen Creek Mouth,2021,Phenanthrene,0.005,4.347826087
Hazen Creek Mouth,2021,Phenanthrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Phenanthrene,0.02,8.163265306
Hazen Creek Nearshore,2021,Phenanthrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Phenanthrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Phenanthrene,0.09,20.45454545
Hazen Creek Nearshore,2021,Phenanthrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Phenanthrene,0.005,5.882352941
Inner Harbour,2021,Phenanthrene,0.06,7.643312102
Inner Harbour,2021,Phenanthrene,0.01,5.882352941
Inner Harbour,2021,Phenanthrene,0.28,11.99143469
Inner Harbour,2021,Phenanthrene,0.05,8.547008547
Inner Harbour,2021,Phenanthrene,0.38,10.55555556
Inner Harbour,2021,Phenanthrene,0.02,4.347826087
Little River,2021,Phenanthrene,2.1,19.7461213
Little River,2021,Phenanthrene,1.7,10.93247588
Little River,2021,Phenanthrene,0.06,3.278688525
Little River,2021,Phenanthrene,0.97,15.16810008
Marsh Creek WS DS,2021,Phenanthrene,1.1,8.647798742
Marsh Creek WS DS,2021,Phenanthrene,1.4,10.09372747
Marsh Creek WS DS,2021,Phenanthrene,3.2,13.5078092
Marsh Creek WS DS,2021,Phenanthrene,4.3,11.1053719
Mispec,2021,Phenanthrene,0.005,5.882352941
Mispec,2021,Phenanthrene,0.005,5.882352941
Mispec,2021,Phenanthrene,0.005,5.882352941
Mispec,2021,Phenanthrene,0.005,5.882352941
Saints Rest Beach,2021,Phenanthrene,0.005,5.882352941
Saints Rest Beach,2021,Phenanthrene,0.005,5.882352941
Saints Rest Beach,2021,Phenanthrene,0.005,5.882352941
Saints Rest Beach,2021,Phenanthrene,0.005,5.882352941
Spar Cove,2021,Phenanthrene,0.6,11.9047619
Spar Cove,2021,Phenanthrene,0.68,11.97183099
Spar Cove,2021,Phenanthrene,0.84,13.27014218
Spar Cove,2021,Phenanthrene,1.1,11.54249738
Spar Cove,2021,Phenanthrene,0.12,7.594936709
Spar Cove,2021,Phenanthrene,0.03,5.357142857
Tin Can Beach,2021,Phenanthrene,8,16.22718053
Tin Can Beach,2021,Phenanthrene,0.98,12.94583884
Tin Can Beach,2021,Phenanthrene,0.31,7.159353349
Tin Can Beach,2021,Phenanthrene,1.1,11.85344828
Tin Can Beach,2021,Phenanthrene,0.15,6.535947712
Tin Can Beach,2021,Phenanthrene,0.2,6.220839813
Bayshore,2021,Pyrene,0.005,5.882352941
Bayshore,2021,Pyrene,0.005,5.882352941
Bayshore,2021,Pyrene,0.005,5.882352941
Bayshore,2021,Pyrene,0.02,15.38461538
Black Beach,2021,Pyrene,0.005,5.882352941
Black Beach,2021,Pyrene,0.005,5.882352941
Black Beach,2021,Pyrene,0.005,5.882352941
Black Beach,2021,Pyrene,0.005,5.882352941
Courtenay Bay,2021,Pyrene,1.4,14.09869084
Courtenay Bay,2021,Pyrene,0.02,12.5
Courtenay Bay,2021,Pyrene,0.28,12.30769231
Courtenay Bay,2021,Pyrene,0.26,14.36464088
Digby Ferry Terminal,2021,Pyrene,0.32,14.28571429
Digby Ferry Terminal,2021,Pyrene,0.68,14.10788382
Digby Ferry Terminal,2021,Pyrene,0.71,13.78640777
Digby Ferry Terminal,2021,Pyrene,0.06,13.79310345
Hazen Creek Mouth,2021,Pyrene,0.005,5.882352941
Hazen Creek Mouth,2021,Pyrene,0.04,17.77777778
Hazen Creek Mouth,2021,Pyrene,0.02,17.39130435
Hazen Creek Mouth,2021,Pyrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Pyrene,0.03,12.24489796
Hazen Creek Nearshore,2021,Pyrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Pyrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Pyrene,0.06,13.63636364
Hazen Creek Nearshore,2021,Pyrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Pyrene,0.005,5.882352941
Inner Harbour,2021,Pyrene,0.12,15.2866242
Inner Harbour,2021,Pyrene,0.02,11.76470588
Inner Harbour,2021,Pyrene,0.35,14.98929336
Inner Harbour,2021,Pyrene,0.08,13.67521368
Inner Harbour,2021,Pyrene,0.42,11.66666667
Inner Harbour,2021,Pyrene,0.06,13.04347826
Little River,2021,Pyrene,1.7,15.98495534
Little River,2021,Pyrene,2.4,15.4340836
Little River,2021,Pyrene,0.12,6.557377049
Little River,2021,Pyrene,1.2,18.76465989
Marsh Creek WS DS,2021,Pyrene,1.6,12.57861635
Marsh Creek WS DS,2021,Pyrene,2.2,15.86157174
Marsh Creek WS DS,2021,Pyrene,3.2,13.5078092
Marsh Creek WS DS,2021,Pyrene,5.1,13.1714876
Mispec,2021,Pyrene,0.005,5.882352941
Mispec,2021,Pyrene,0.005,5.882352941
Mispec,2021,Pyrene,0.005,5.882352941
Mispec,2021,Pyrene,0.005,5.882352941
Saints Rest Beach,2021,Pyrene,0.005,5.882352941
Saints Rest Beach,2021,Pyrene,0.005,5.882352941
Saints Rest Beach,2021,Pyrene,0.005,5.882352941
Saints Rest Beach,2021,Pyrene,0.005,5.882352941
Spar Cove,2021,Pyrene,0.76,15.07936508
Spar Cove,2021,Pyrene,0.86,15.14084507
Spar Cove,2021,Pyrene,0.96,15.16587678
Spar Cove,2021,Pyrene,1.4,14.69045121
Spar Cove,2021,Pyrene,0.23,14.55696203
Spar Cove,2021,Pyrene,0.08,14.28571429
Tin Can Beach,2021,Pyrene,7.3,14.80730223
Tin Can Beach,2021,Pyrene,1.1,14.53104359
Tin Can Beach,2021,Pyrene,0.53,12.24018476
Tin Can Beach,2021,Pyrene,1.3,14.00862069
Tin Can Beach,2021,Pyrene,0.29,12.63616558
Tin Can Beach,2021,Pyrene,0.41,12.75272162
Bayshore,2021,Total PAH,0.085,100
Bayshore,2021,Total PAH,0.085,100
Bayshore,2021,Total PAH,0.085,100
Bayshore,2021,Total PAH,0.13,100
Black Beach,2021,Total PAH,0.085,100
Black Beach,2021,Total PAH,0.085,100
Black Beach,2021,Total PAH,0.085,100
Black Beach,2021,Total PAH,0.085,100
Courtenay Bay,2021,Total PAH,9.93,100
Courtenay Bay,2021,Total PAH,0.16,100
Courtenay Bay,2021,Total PAH,2.275,100
Courtenay Bay,2021,Total PAH,1.81,100
Digby Ferry Terminal,2021,Total PAH,2.24,100
Digby Ferry Terminal,2021,Total PAH,4.82,100
Digby Ferry Terminal,2021,Total PAH,5.15,100
Digby Ferry Terminal,2021,Total PAH,0.435,100
Hazen Creek Mouth,2021,Total PAH,0.085,100
Hazen Creek Mouth,2021,Total PAH,0.225,100
Hazen Creek Mouth,2021,Total PAH,0.115,100
Hazen Creek Mouth,2021,Total PAH,0.085,100
Hazen Creek Nearshore,2021,Total PAH,0.245,100
Hazen Creek Nearshore,2021,Total PAH,0.085,100
Hazen Creek Nearshore,2021,Total PAH,0.085,100
Hazen Creek Nearshore,2021,Total PAH,0.44,100
Hazen Creek Nearshore,2021,Total PAH,0.085,100
Hazen Creek Nearshore,2021,Total PAH,0.085,100
Inner Harbour,2021,Total PAH,0.785,100
Inner Harbour,2021,Total PAH,0.17,100
Inner Harbour,2021,Total PAH,2.335,100
Inner Harbour,2021,Total PAH,0.585,100
Inner Harbour,2021,Total PAH,3.6,100
Inner Harbour,2021,Total PAH,0.46,100
Little River,2021,Total PAH,10.635,100
Little River,2021,Total PAH,15.55,100
Little River,2021,Total PAH,1.83,100
Little River,2021,Total PAH,6.395,100
Marsh Creek WS DS,2021,Total PAH,12.72,100
Marsh Creek WS DS,2021,Total PAH,13.87,100
Marsh Creek WS DS,2021,Total PAH,23.69,100
Marsh Creek WS DS,2021,Total PAH,38.72,100
Mispec,2021,Total PAH,0.085,100
Mispec,2021,Total PAH,0.085,100
Mispec,2021,Total PAH,0.085,100
Mispec,2021,Total PAH,0.085,100
Saints Rest Beach,2021,Total PAH,0.085,100
Saints Rest Beach,2021,Total PAH,0.085,100
Saints Rest Beach,2021,Total PAH,0.085,100
Saints Rest Beach,2021,Total PAH,0.085,100
Spar Cove,2021,Total PAH,5.04,100
Spar Cove,2021,Total PAH,5.68,100
Spar Cove,2021,Total PAH,6.33,100
Spar Cove,2021,Total PAH,9.53,100
Spar Cove,2021,Total PAH,1.58,100
Spar Cove,2021,Total PAH,0.56,100
Tin Can Beach,2021,Total PAH,49.3,100
Tin Can Beach,2021,Total PAH,7.57,100
Tin Can Beach,2021,Total PAH,4.33,100
Tin Can Beach,2021,Total PAH,9.28,100
Tin Can Beach,2021,Total PAH,2.295,100
Tin Can Beach,2021,Total PAH,3.215,100
Bayshore,2022,Acenaphthene,0.005,5.882352941
Bayshore,2022,Acenaphthene,0.005,5.882352941
Black Beach,2022,Acenaphthene,0.005,5.882352941
Black Beach,2022,Acenaphthene,0.005,5.882352941
Courtenay Bay,2022,Acenaphthene,0.03,1.247401247
Courtenay Bay,2022,Acenaphthene,0.12,2.332361516
Digby Ferry Terminal,2022,Acenaphthene,0.005,3.703703704
Digby Ferry Terminal,2022,Acenaphthene,0.08,2.352941176
Hazen Creek Mouth,2022,Acenaphthene,0.05,2.93255132
Hazen Creek Mouth,2022,Acenaphthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Acenaphthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Acenaphthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Acenaphthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Acenaphthene,0.005,4
Inner Harbour,2022,Acenaphthene,0.06,1.119402985
Inner Harbour,2022,Acenaphthene,0.005,0.900900901
Inner Harbour,2022,Acenaphthene,0.005,0.374531835
Inner Harbour,2022,Acenaphthene,0.005,2.564102564
Little River,2022,Acenaphthene,0.005,0.735294118
Little River,2022,Acenaphthene,0.005,0.512820513
Marsh Creek WS DS,2022,Acenaphthene,0.29,1.559978483
Marsh Creek WS DS,2022,Acenaphthene,0.04,1.515151515
Mispec,2022,Acenaphthene,0.005,5.882352941
Mispec,2022,Acenaphthene,0.005,5.882352941
Saints Rest Beach,2022,Acenaphthene,0.005,5.882352941
Saints Rest Beach,2022,Acenaphthene,0.005,5.882352941
Spar Cove,2022,Acenaphthene,0.005,1.315789474
Spar Cove,2022,Acenaphthene,0.19,0.934579439
Spar Cove,2022,Acenaphthene,0.04,0.980392157
Spar Cove,2022,Acenaphthene,0.14,1.084430674
Tin Can Beach,2022,Acenaphthene,0.06,0.940438871
Tin Can Beach,2022,Acenaphthene,0.03,0.500834725
Tin Can Beach,2022,Acenaphthene,0.01,0.283286119
Tin Can Beach,2022,Acenaphthene,0.05,0.793650794
Bayshore,2022,Acenaphthylene,0.005,5.882352941
Bayshore,2022,Acenaphthylene,0.005,5.882352941
Black Beach,2022,Acenaphthylene,0.005,5.882352941
Black Beach,2022,Acenaphthylene,0.005,5.882352941
Courtenay Bay,2022,Acenaphthylene,0.005,0.207900208
Courtenay Bay,2022,Acenaphthylene,0.005,0.09718173
Digby Ferry Terminal,2022,Acenaphthylene,0.005,3.703703704
Digby Ferry Terminal,2022,Acenaphthylene,0.01,0.294117647
Hazen Creek Mouth,2022,Acenaphthylene,0.005,0.293255132
Hazen Creek Mouth,2022,Acenaphthylene,0.005,5.882352941
Hazen Creek Nearshore,2022,Acenaphthylene,0.005,5.882352941
Hazen Creek Nearshore,2022,Acenaphthylene,0.005,5.882352941
Hazen Creek Nearshore,2022,Acenaphthylene,0.005,5.882352941
Hazen Creek Nearshore,2022,Acenaphthylene,0.005,4
Inner Harbour,2022,Acenaphthylene,0.02,0.373134328
Inner Harbour,2022,Acenaphthylene,0.005,0.900900901
Inner Harbour,2022,Acenaphthylene,0.03,2.247191011
Inner Harbour,2022,Acenaphthylene,0.005,2.564102564
Little River,2022,Acenaphthylene,0.005,0.735294118
Little River,2022,Acenaphthylene,0.01,1.025641026
Marsh Creek WS DS,2022,Acenaphthylene,0.1,0.537923615
Marsh Creek WS DS,2022,Acenaphthylene,0.01,0.378787879
Mispec,2022,Acenaphthylene,0.005,5.882352941
Mispec,2022,Acenaphthylene,0.005,5.882352941
Saints Rest Beach,2022,Acenaphthylene,0.005,5.882352941
Saints Rest Beach,2022,Acenaphthylene,0.005,5.882352941
Spar Cove,2022,Acenaphthylene,0.005,1.315789474
Spar Cove,2022,Acenaphthylene,0.21,1.032956222
Spar Cove,2022,Acenaphthylene,0.03,0.735294118
Spar Cove,2022,Acenaphthylene,0.12,0.929512006
Tin Can Beach,2022,Acenaphthylene,0.08,1.253918495
Tin Can Beach,2022,Acenaphthylene,0.1,1.669449082
Tin Can Beach,2022,Acenaphthylene,0.06,1.699716714
Tin Can Beach,2022,Acenaphthylene,0.06,0.952380952
Bayshore,2022,Anthracene,0.005,5.882352941
Bayshore,2022,Anthracene,0.005,5.882352941
Black Beach,2022,Anthracene,0.005,5.882352941
Black Beach,2022,Anthracene,0.005,5.882352941
Courtenay Bay,2022,Anthracene,0.14,5.821205821
Courtenay Bay,2022,Anthracene,0.25,4.859086492
Digby Ferry Terminal,2022,Anthracene,0.005,3.703703704
Digby Ferry Terminal,2022,Anthracene,0.17,5
Hazen Creek Mouth,2022,Anthracene,0.12,7.038123167
Hazen Creek Mouth,2022,Anthracene,0.005,5.882352941
Hazen Creek Nearshore,2022,Anthracene,0.005,5.882352941
Hazen Creek Nearshore,2022,Anthracene,0.005,5.882352941
Hazen Creek Nearshore,2022,Anthracene,0.005,5.882352941
Hazen Creek Nearshore,2022,Anthracene,0.005,4
Inner Harbour,2022,Anthracene,0.21,3.917910448
Inner Harbour,2022,Anthracene,0.01,1.801801802
Inner Harbour,2022,Anthracene,0.05,3.745318352
Inner Harbour,2022,Anthracene,0.005,2.564102564
Little River,2022,Anthracene,0.03,4.411764706
Little River,2022,Anthracene,0.03,3.076923077
Marsh Creek WS DS,2022,Anthracene,1.3,6.993006993
Marsh Creek WS DS,2022,Anthracene,0.1,3.787878788
Mispec,2022,Anthracene,0.005,5.882352941
Mispec,2022,Anthracene,0.005,5.882352941
Saints Rest Beach,2022,Anthracene,0.005,5.882352941
Saints Rest Beach,2022,Anthracene,0.005,5.882352941
Spar Cove,2022,Anthracene,0.005,1.315789474
Spar Cove,2022,Anthracene,0.71,3.492375799
Spar Cove,2022,Anthracene,0.16,3.921568627
Spar Cove,2022,Anthracene,0.46,3.563129357
Tin Can Beach,2022,Anthracene,0.21,3.29153605
Tin Can Beach,2022,Anthracene,0.18,3.005008347
Tin Can Beach,2022,Anthracene,0.09,2.549575071
Tin Can Beach,2022,Anthracene,0.2,3.174603175
Bayshore,2022,Benz[a]anthracene,0.005,5.882352941
Bayshore,2022,Benz[a]anthracene,0.005,5.882352941
Black Beach,2022,Benz[a]anthracene,0.005,5.882352941
Black Beach,2022,Benz[a]anthracene,0.005,5.882352941
Courtenay Bay,2022,Benz[a]anthracene,0.22,9.147609148
Courtenay Bay,2022,Benz[a]anthracene,0.39,7.580174927
Digby Ferry Terminal,2022,Benz[a]anthracene,0.005,3.703703704
Digby Ferry Terminal,2022,Benz[a]anthracene,0.25,7.352941176
Hazen Creek Mouth,2022,Benz[a]anthracene,0.13,7.624633431
Hazen Creek Mouth,2022,Benz[a]anthracene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benz[a]anthracene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benz[a]anthracene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benz[a]anthracene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benz[a]anthracene,0.01,8
Inner Harbour,2022,Benz[a]anthracene,0.42,7.835820896
Inner Harbour,2022,Benz[a]anthracene,0.04,7.207207207
Inner Harbour,2022,Benz[a]anthracene,0.11,8.239700375
Inner Harbour,2022,Benz[a]anthracene,0.02,10.25641026
Little River,2022,Benz[a]anthracene,0.05,7.352941176
Little River,2022,Benz[a]anthracene,0.09,9.230769231
Marsh Creek WS DS,2022,Benz[a]anthracene,1.3,6.993006993
Marsh Creek WS DS,2022,Benz[a]anthracene,0.19,7.196969697
Mispec,2022,Benz[a]anthracene,0.005,5.882352941
Mispec,2022,Benz[a]anthracene,0.005,5.882352941
Saints Rest Beach,2022,Benz[a]anthracene,0.005,5.882352941
Saints Rest Beach,2022,Benz[a]anthracene,0.005,5.882352941
Spar Cove,2022,Benz[a]anthracene,0.03,7.894736842
Spar Cove,2022,Benz[a]anthracene,1.7,8.362026562
Spar Cove,2022,Benz[a]anthracene,0.34,8.333333333
Spar Cove,2022,Benz[a]anthracene,1,7.745933385
Tin Can Beach,2022,Benz[a]anthracene,0.52,8.150470219
Tin Can Beach,2022,Benz[a]anthracene,0.46,7.679465776
Tin Can Beach,2022,Benz[a]anthracene,0.28,7.932011331
Tin Can Beach,2022,Benz[a]anthracene,0.52,8.253968254
Bayshore,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Bayshore,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Black Beach,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Black Beach,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Courtenay Bay,2022,"Benzo(g,h,i)perylene-D12",0.09,3.742203742
Courtenay Bay,2022,"Benzo(g,h,i)perylene-D12",0.13,2.526724976
Digby Ferry Terminal,2022,"Benzo(g,h,i)perylene-D12",0.005,3.703703704
Digby Ferry Terminal,2022,"Benzo(g,h,i)perylene-D12",0.08,2.352941176
Hazen Creek Mouth,2022,"Benzo(g,h,i)perylene-D12",0.05,2.93255132
Hazen Creek Mouth,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Hazen Creek Nearshore,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Hazen Creek Nearshore,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Hazen Creek Nearshore,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Hazen Creek Nearshore,2022,"Benzo(g,h,i)perylene-D12",0.005,4
Inner Harbour,2022,"Benzo(g,h,i)perylene-D12",0.16,2.985074627
Inner Harbour,2022,"Benzo(g,h,i)perylene-D12",0.02,3.603603604
Inner Harbour,2022,"Benzo(g,h,i)perylene-D12",0.06,4.494382022
Inner Harbour,2022,"Benzo(g,h,i)perylene-D12",0.01,5.128205128
Little River,2022,"Benzo(g,h,i)perylene-D12",0.06,8.823529412
Little River,2022,"Benzo(g,h,i)perylene-D12",0.04,4.102564103
Marsh Creek WS DS,2022,"Benzo(g,h,i)perylene-D12",0.57,3.066164605
Marsh Creek WS DS,2022,"Benzo(g,h,i)perylene-D12",0.08,3.03030303
Mispec,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Mispec,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Saints Rest Beach,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Saints Rest Beach,2022,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Spar Cove,2022,"Benzo(g,h,i)perylene-D12",0.03,7.894736842
Spar Cove,2022,"Benzo(g,h,i)perylene-D12",0.68,3.344810625
Spar Cove,2022,"Benzo(g,h,i)perylene-D12",0.13,3.18627451
Spar Cove,2022,"Benzo(g,h,i)perylene-D12",0.29,2.246320682
Tin Can Beach,2022,"Benzo(g,h,i)perylene-D12",0.27,4.231974922
Tin Can Beach,2022,"Benzo(g,h,i)perylene-D12",0.26,4.340567613
Tin Can Beach,2022,"Benzo(g,h,i)perylene-D12",0.18,5.099150142
Tin Can Beach,2022,"Benzo(g,h,i)perylene-D12",0.24,3.80952381
Bayshore,2022,Benzo[a]pyrene,0.005,5.882352941
Bayshore,2022,Benzo[a]pyrene,0.005,5.882352941
Black Beach,2022,Benzo[a]pyrene,0.005,5.882352941
Black Beach,2022,Benzo[a]pyrene,0.005,5.882352941
Courtenay Bay,2022,Benzo[a]pyrene,0.18,7.484407484
Courtenay Bay,2022,Benzo[a]pyrene,0.3,5.83090379
Digby Ferry Terminal,2022,Benzo[a]pyrene,0.005,3.703703704
Digby Ferry Terminal,2022,Benzo[a]pyrene,0.19,5.588235294
Hazen Creek Mouth,2022,Benzo[a]pyrene,0.11,6.451612903
Hazen Creek Mouth,2022,Benzo[a]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[a]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[a]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[a]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[a]pyrene,0.005,4
Inner Harbour,2022,Benzo[a]pyrene,0.36,6.71641791
Inner Harbour,2022,Benzo[a]pyrene,0.04,7.207207207
Inner Harbour,2022,Benzo[a]pyrene,0.14,10.48689139
Inner Harbour,2022,Benzo[a]pyrene,0.02,10.25641026
Little River,2022,Benzo[a]pyrene,0.06,8.823529412
Little River,2022,Benzo[a]pyrene,0.07,7.179487179
Marsh Creek WS DS,2022,Benzo[a]pyrene,1.2,6.455083378
Marsh Creek WS DS,2022,Benzo[a]pyrene,0.17,6.439393939
Mispec,2022,Benzo[a]pyrene,0.005,5.882352941
Mispec,2022,Benzo[a]pyrene,0.005,5.882352941
Saints Rest Beach,2022,Benzo[a]pyrene,0.005,5.882352941
Saints Rest Beach,2022,Benzo[a]pyrene,0.005,5.882352941
Spar Cove,2022,Benzo[a]pyrene,0.04,10.52631579
Spar Cove,2022,Benzo[a]pyrene,1.7,8.362026562
